id,Pregunta1,Pregunta2,Pregunta3,Pregunta4,Pregunta5,Pregunta6,Pregunta7,Pregunta8,Pregunta9,Pregunta10,Pregunta11,Pregunta12,Pregunta13,Pregunta14,Pregunta15,Pregunta16,Pregunta17,Pregunta18,Pregunta19,Pregunta20,Pregunta21,TOTAL
8575,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,0,1,1,1,11
8576,0,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,1,12
8577,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,0,1,1,1,1,15
8578,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,8
8579,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,9
8580,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,11
8581,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0,0,14
8582,0,1,0,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,13
8583,1,1,0,1,0,1,1,0,1,0,1,1,1,0,0,1,1,1,0,1,0,13
8584,1,0,1,0,1,1,0,1,1,1,0,1,0,1,0,1,1,0,1,0,1,13
8585,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,11
8586,0,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,9
8587,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,10
8588,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0,9
8589,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,11
8590,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,8
8591,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,1,0,1,8
8592,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,14
8593,0,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1,1,13
8594,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,13
8595,1,0,0,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,13
8596,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,10
8597,0,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,9
8598,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,10
8599,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,7
8600,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,1,0,0,1,1,0,12
8601,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,1,0,1,12
8602,0,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,10
8603,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,10
8604,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,1,10
8605,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,14
8606,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,6
8607,0,0,1,0,0,1,0,1,1,1,1,0,1,0,1,1,0,1,1,0,1,12
8608,1,1,0,1,1,0,1,1,0,0,0,1,1,1,0,1,0,1,0,0,1,12
8609,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,11
8610,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,1,9
8611,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,1,1,1,0,1,0,10
8612,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,8
8613,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,1,14
8614,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,6
8615,0,1,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0,0,1,1,0,12
8616,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,5
8617,0,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,14
8618,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,10
8619,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,10
8620,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,5
8621,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,1,0,0,11
8622,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,8
8623,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,8
8624,1,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,9
8625,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,8
8626,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,1,1,14
8627,0,1,1,1,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,10
8628,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1,11
8629,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,12
8630,1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,9
8631,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,7
8632,1,1,1,1,0,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1,13
8633,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,7
8634,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,8
8635,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,9
8636,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6
8637,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,8
8638,1,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,9
8639,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,8
8640,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,1,1,1,1,12
8641,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,16
8642,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,9
8643,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,6
8644,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,6
8645,1,1,0,0,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,14
8646,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,8
8647,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,9
8648,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,12
8649,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,1,0,9
8650,1,0,1,0,1,0,0,1,1,0,0,0,1,1,1,0,1,0,0,1,0,10
8651,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,13
8652,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,9
8653,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,10
8654,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,8
8655,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,4
8656,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1,12
8657,0,1,1,1,0,0,0,1,1,0,0,0,1,0,1,1,0,1,1,1,0,11
8658,0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,15
8659,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,1,0,1,1,10
8660,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,0,11
8661,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,1,1,0,1,0,1,14
8662,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,9
8663,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,7
8664,1,1,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,11
8665,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,12
8666,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,12
8667,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,6
8668,1,0,0,0,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,0,1,12
8669,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,6
8670,1,0,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0,1,1,0,0,12
8671,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,5
8672,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,9
8673,0,1,0,0,0,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,1,10
8674,1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,1,1,1,12
8675,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,1,11
8676,1,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,1,0,9
8677,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,1,1,0,1,1,1,14
8678,1,1,1,1,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,1,13
8679,1,0,1,0,0,1,1,1,0,0,1,1,1,1,0,1,1,0,1,0,0,12
8680,1,0,0,0,1,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,9
8681,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,8
8682,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,0,15
8683,0,0,1,0,0,1,1,1,1,0,0,1,1,0,1,1,1,0,0,1,0,11
8684,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,1,1,0,1,0,11
8685,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,8
8686,1,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,1,1,12
8687,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,11
8688,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,7
8689,1,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,12
8690,1,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,1,0,1,0,11
8691,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,10
8692,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1,10
8693,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,7
8694,1,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,1,1,13
8695,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,17
8696,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,11
8697,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,13
8698,1,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,13
8699,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,9
8700,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,8
8701,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,9
8702,1,0,1,1,1,0,1,0,1,1,1,1,0,0,1,1,0,1,1,1,0,14
8703,1,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,1,0,0,1,0,9
8704,0,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,13
8705,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0,1,1,11
8706,0,1,1,0,0,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,13
8707,0,0,0,1,1,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,10
8708,0,1,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,12
8709,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,6
8710,0,0,0,1,1,0,3,1,2,2,3,3,3,0,2,3,1,1,2,2,2,32
8711,0,0,2,1,0,0,2,0,1,2,2,0,0,2,2,2,1,0,2,1,2,22
8712,2,0,1,1,2,1,1,0,2,0,2,2,2,0,0,0,1,1,2,1,1,22
8713,1,2,0,2,2,1,1,1,2,2,0,1,0,0,1,1,2,2,2,0,1,24
8714,2,2,1,2,1,1,2,0,2,2,1,0,1,2,2,2,2,2,0,2,2,31
8715,1,2,1,1,2,1,2,1,0,1,0,0,1,2,0,1,1,1,0,1,1,20
8716,2,0,0,0,2,1,2,1,1,2,1,0,0,1,0,0,1,2,2,2,1,21
8717,1,2,0,1,0,0,2,1,0,2,2,1,0,0,2,2,0,1,0,1,1,19
8718,0,0,0,0,1,1,1,0,1,2,1,2,2,2,2,0,0,0,2,2,1,20
8719,0,0,0,1,2,1,2,2,2,0,0,0,0,1,2,1,0,2,0,2,0,18
8720,2,2,1,0,2,0,0,0,2,1,0,2,1,1,0,0,0,1,0,2,2,19
8721,0,1,0,1,1,2,0,0,2,1,2,0,0,2,0,2,2,1,2,1,1,21
8722,1,0,1,2,0,1,1,1,2,2,2,0,2,0,0,1,2,0,1,2,1,22
8723,1,0,1,1,0,1,1,2,0,2,1,1,1,2,0,0,0,1,0,0,2,17
8724,0,1,2,2,0,1,0,1,0,2,1,0,0,0,0,0,0,2,0,1,2,15
8725,1,0,2,2,1,2,2,0,1,0,1,2,0,0,0,1,1,2,1,1,2,22
8726,0,2,1,0,2,2,1,2,1,1,0,2,2,1,1,1,2,0,2,0,2,25
8727,1,1,1,1,1,1,2,1,2,1,1,0,1,1,0,1,0,1,2,1,0,20
8728,0,0,2,0,1,0,1,2,1,2,1,2,1,0,2,2,2,0,1,0,2,22
8729,0,0,2,1,0,2,0,0,1,1,1,0,0,2,1,1,0,0,0,2,0,14
8730,2,2,0,1,2,0,2,0,1,0,2,0,0,2,0,2,1,2,2,0,2,23
8731,1,2,0,0,0,0,2,0,2,1,2,2,2,0,2,0,1,2,1,0,1,21
8732,2,1,2,1,2,0,2,1,0,2,2,2,0,2,0,2,0,2,0,1,0,24
8733,1,2,1,1,0,1,2,2,2,0,1,2,2,2,2,0,2,2,1,1,0,27
8734,2,0,1,0,0,0,1,1,0,0,2,1,0,1,0,0,2,2,0,0,2,15
8735,1,0,1,1,1,2,0,1,1,2,2,1,2,1,2,0,2,1,0,2,0,23
8736,0,1,2,2,0,2,0,1,0,0,1,1,1,2,0,2,2,2,1,0,1,21
8737,2,0,0,0,2,2,0,0,0,2,0,2,1,0,2,1,1,0,1,1,0,17
8738,0,2,1,2,0,1,1,1,1,2,2,0,2,1,2,1,2,2,1,1,0,25
8739,1,0,1,0,0,0,1,1,0,0,1,1,0,2,2,1,2,0,1,2,0,16
8740,0,1,2,1,1,2,0,1,0,2,2,1,1,2,1,0,0,2,0,0,1,20
8741,2,0,1,0,1,1,2,2,1,2,2,1,2,2,0,1,1,1,1,2,0,25
8742,0,0,0,1,1,1,2,2,2,1,0,0,2,2,0,1,0,2,1,2,1,21
8743,0,1,2,1,2,1,0,0,0,2,0,1,0,2,1,2,1,0,0,2,2,20
8744,0,1,0,2,1,0,1,2,2,2,1,2,0,0,0,0,2,0,1,1,0,18
8745,1,2,1,0,0,0,1,2,0,1,1,0,2,0,0,0,0,2,0,0,0,13
8746,0,2,0,1,0,0,2,0,1,1,2,2,0,1,0,0,0,2,0,1,1,16
8747,1,1,1,1,0,1,2,0,2,2,1,0,1,2,1,1,1,0,1,0,0,19
8748,2,2,2,1,2,1,0,0,2,1,1,1,1,2,1,1,1,1,0,1,0,23
8749,1,0,1,0,2,2,2,0,0,1,0,2,2,0,2,0,0,1,0,2,1,19
8750,0,2,2,1,2,0,1,0,2,0,0,0,0,0,1,0,1,2,2,1,1,18
8751,1,1,0,1,0,0,1,0,0,1,0,2,0,0,2,1,2,1,2,0,2,17
8752,1,2,0,0,0,0,2,0,0,0,2,0,0,2,2,0,0,1,0,1,0,13
8753,1,1,0,0,1,0,1,0,0,2,1,0,1,0,0,0,1,1,1,1,0,12
8754,0,1,1,0,1,2,2,0,0,0,1,1,2,1,2,0,0,1,0,0,2,17
8755,1,0,0,2,2,2,1,0,2,1,0,1,1,2,1,0,2,1,1,2,2,24
8756,1,2,2,0,0,2,1,1,2,0,1,1,0,2,0,1,2,2,2,2,1,25
8757,0,0,2,2,2,2,0,2,2,0,0,0,2,0,1,2,0,2,2,1,0,22
8758,0,2,0,1,0,1,1,1,0,0,1,2,0,0,2,1,2,1,2,2,0,19
8759,0,0,1,2,1,1,2,1,2,1,2,1,0,1,2,0,2,1,1,2,1,24
8760,0,2,2,1,2,1,2,2,0,1,0,2,0,2,0,2,2,1,1,1,2,26
8761,2,2,1,1,2,1,2,1,0,1,2,1,1,2,1,2,1,0,1,0,1,25
8762,2,1,1,2,2,0,1,1,2,1,2,2,2,2,0,0,0,1,2,0,2,26
8763,1,0,2,0,0,1,1,0,0,0,2,2,2,0,1,0,0,0,1,2,1,16
8764,0,1,0,1,1,2,2,0,2,0,1,1,1,1,2,0,2,1,1,1,0,20
8765,0,0,0,1,2,0,2,1,0,2,0,0,2,2,0,1,2,1,1,1,1,19
8766,1,2,2,0,0,0,2,2,0,1,2,2,2,1,0,2,2,1,1,0,1,24
8767,0,2,2,2,0,0,2,0,1,1,1,2,0,1,0,2,1,0,1,0,1,19
8768,1,0,0,1,2,1,1,2,0,1,0,1,0,0,0,0,2,2,1,2,2,19
8769,0,0,0,0,1,2,1,1,0,2,2,1,2,0,1,2,2,0,0,2,1,20
8770,2,2,1,1,0,1,1,1,2,0,2,1,2,2,0,1,1,2,1,2,1,26
8771,1,1,1,0,2,2,2,1,2,2,2,1,0,2,0,1,1,1,2,1,2,27
8772,2,0,1,0,1,1,0,0,2,1,0,1,2,0,2,2,1,2,0,2,2,22
8773,2,1,1,2,0,1,2,2,2,2,1,0,2,1,2,1,0,1,1,2,0,26
8774,2,2,1,2,0,0,2,2,1,1,1,0,1,1,2,2,0,2,2,0,0,24
8775,0,0,1,0,1,0,2,2,1,2,2,0,2,0,0,0,0,1,1,2,0,17
8776,0,2,2,0,0,0,0,1,1,1,0,2,1,1,0,0,1,0,2,1,2,17
8777,0,0,0,0,2,2,1,2,2,2,1,2,2,0,1,2,2,2,1,2,0,26
8778,2,2,1,2,1,2,2,1,0,1,0,2,1,1,2,2,0,1,0,2,2,27
8779,2,1,2,1,2,0,2,2,0,2,1,0,2,1,1,1,0,1,0,1,0,22
8780,2,0,0,2,2,2,1,1,0,1,1,2,1,2,2,0,2,2,2,0,2,27
8781,1,2,2,0,0,1,2,0,0,2,1,2,2,2,0,1,1,2,1,2,2,26
8782,0,1,2,0,2,2,0,0,2,2,0,0,1,0,2,0,0,2,1,0,2,19
8783,2,1,2,0,2,1,1,1,2,1,0,0,1,0,2,1,1,1,0,1,1,21
8784,0,1,1,1,0,1,2,0,2,0,2,1,1,1,2,2,1,2,1,0,1,22
8785,0,0,0,2,1,1,1,1,0,2,2,1,1,0,1,2,2,1,1,0,1,20
8786,1,2,1,1,0,0,2,2,0,0,0,2,2,1,1,2,0,0,2,2,0,21
8787,0,0,1,0,0,2,1,2,2,1,1,0,0,0,1,2,0,0,0,0,2,15
8788,0,0,0,2,2,1,2,1,1,0,0,1,1,0,2,2,1,2,1,1,2,22
8789,1,1,2,2,1,0,2,2,0,0,1,0,2,2,0,2,0,0,0,0,1,19
8790,2,2,1,2,2,2,1,2,2,2,0,1,0,0,1,2,2,0,0,1,1,26
8791,0,2,2,1,0,0,0,2,1,2,1,0,2,2,0,1,2,1,2,1,2,24
8792,2,0,0,2,1,2,2,2,1,0,1,1,2,2,1,1,2,1,1,1,0,25
8793,2,1,2,1,1,2,0,0,1,0,2,1,0,0,2,0,1,1,0,0,2,19
8794,0,0,0,2,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,1,2,11
8795,0,0,0,1,0,1,2,1,2,1,2,2,0,0,0,0,1,0,0,2,2,17
8796,0,1,1,2,2,0,1,0,0,0,2,1,0,0,0,0,1,2,2,2,0,17
8797,1,0,2,1,2,1,2,1,1,0,0,0,1,0,2,1,1,1,1,0,2,20
8798,1,0,0,0,1,1,1,0,1,2,1,1,0,0,2,2,2,0,0,2,1,18
8799,0,2,1,1,0,2,0,1,0,0,1,0,1,2,0,0,0,2,0,0,0,13
8800,2,0,2,0,2,0,0,1,0,1,1,2,1,0,2,1,2,1,2,2,2,24
8801,0,0,2,2,1,0,0,0,0,0,0,1,2,2,1,2,2,0,1,0,2,18
8802,1,1,1,0,2,0,0,1,0,1,0,1,0,0,2,2,0,1,0,1,2,16
8803,2,2,2,0,1,2,1,1,1,1,0,0,1,0,0,1,1,0,1,2,0,19
8804,0,1,1,1,1,2,0,1,0,1,0,2,0,0,1,1,1,2,0,0,0,15
8805,0,1,0,1,0,1,0,0,0,1,2,1,0,0,1,0,0,1,0,2,2,13
8806,0,0,0,2,0,1,1,2,0,1,1,1,0,1,0,1,1,2,2,1,0,17
8807,1,1,1,1,1,0,0,0,0,2,0,1,0,1,2,0,1,1,0,1,1,15
8808,2,0,2,2,2,2,2,0,2,0,2,0,0,0,0,2,1,0,2,2,0,23
8809,0,2,0,2,2,2,0,2,1,2,2,2,2,0,1,2,2,1,0,0,0,25
8810,0,2,1,2,1,2,0,1,1,1,1,2,2,1,1,1,1,0,0,0,1,21
8811,2,2,2,0,0,1,2,1,2,1,0,0,0,2,1,2,2,2,1,0,2,25
8812,0,0,0,0,2,2,0,0,0,1,2,2,0,1,2,1,1,2,0,0,0,16
8813,2,2,0,1,0,0,1,0,1,0,1,1,0,1,0,0,2,1,0,1,2,16
8814,1,0,2,1,1,2,0,2,2,0,0,1,2,2,0,1,0,1,1,0,0,19
8815,1,1,1,1,0,1,2,2,0,1,2,2,2,2,1,1,2,2,2,2,0,28
8816,1,2,2,0,2,1,0,2,1,2,0,1,2,2,1,1,1,1,0,2,1,25
8817,1,2,0,1,0,0,0,0,1,2,0,2,2,1,2,1,2,1,2,1,1,22
8818,1,0,0,2,0,1,0,2,0,1,2,0,1,2,1,0,0,1,2,0,0,16
8819,2,2,0,0,0,0,1,1,1,0,1,1,1,0,0,1,1,2,0,1,1,16
8820,2,2,0,0,2,0,1,1,2,2,2,0,2,0,2,0,1,1,2,0,1,23
8821,1,2,2,2,2,0,0,2,2,2,0,0,2,1,2,1,1,1,2,0,2,27
8822,0,0,2,2,0,2,2,0,0,1,1,1,2,1,1,1,0,1,2,1,1,21
8823,1,2,0,2,0,0,2,2,0,2,1,0,1,1,1,0,0,0,1,1,2,19
8824,2,1,2,1,1,0,0,0,2,0,0,2,0,2,2,2,2,1,0,0,2,22
8825,2,0,0,2,2,1,1,0,0,0,1,2,2,2,0,1,2,2,1,0,1,22
8826,2,1,1,1,0,2,0,0,0,0,0,2,0,0,2,0,2,0,0,2,1,16
8827,1,1,2,0,2,1,1,1,2,2,1,1,0,1,0,0,2,0,2,0,0,20
8828,2,0,1,1,0,0,0,0,1,2,1,2,1,0,1,1,2,2,1,0,0,18
8829,0,0,0,0,1,1,1,0,1,2,2,2,1,2,0,2,0,0,2,2,2,21
8830,2,1,1,1,1,2,1,2,1,0,1,0,2,2,2,2,1,1,0,1,2,26
8831,0,2,0,0,0,0,2,0,2,2,1,1,0,1,1,1,2,0,1,0,1,17
8832,0,1,0,2,2,1,1,0,2,2,2,0,2,0,0,2,1,1,0,0,2,21
8833,2,1,0,2,0,0,2,2,1,0,1,2,2,0,2,1,0,1,0,0,2,21
8834,1,2,2,1,0,1,1,0,1,1,1,0,0,1,0,0,1,0,2,1,1,17
8835,1,1,2,1,1,0,0,0,0,2,1,2,1,0,0,0,1,1,0,2,1,17
8836,1,1,2,2,2,1,2,0,1,1,2,0,1,1,1,0,1,0,2,2,0,23
8837,1,1,2,0,2,0,0,2,0,0,1,1,1,0,1,0,0,2,2,0,2,18
8838,2,2,1,2,1,1,2,1,0,2,1,1,2,2,0,1,2,2,1,1,2,29
8839,1,0,1,2,1,1,2,1,2,2,2,0,2,2,1,2,1,2,0,1,1,27
8840,0,1,2,0,1,1,2,0,0,1,1,0,2,0,1,2,2,1,1,1,0,19
8841,2,1,2,0,2,2,1,1,2,2,0,0,1,1,1,2,1,0,2,0,0,23
8842,0,1,2,0,2,1,1,0,0,0,0,2,1,2,1,0,2,1,2,1,2,21
8843,1,1,1,0,0,0,0,2,2,2,0,0,2,0,1,2,2,2,0,2,1,21
8844,0,0,0,2,0,0,0,1,0,1,1,0,1,0,2,0,1,1,2,0,2,14
8845,0,0,0,0,0,2,2,1,1,2,1,2,2,2,1,2,2,1,2,0,2,25
8846,0,1,1,2,0,2,1,2,1,1,2,0,0,2,2,2,1,1,0,0,1,22
8847,0,2,2,1,2,1,1,2,1,2,0,0,0,1,1,0,0,2,1,0,1,20
8848,2,2,0,0,2,2,0,0,2,2,1,1,1,2,2,0,1,2,0,2,0,24
8849,1,1,0,2,1,2,1,2,2,1,1,0,1,0,1,2,1,0,1,2,2,24
8850,2,1,2,0,0,1,2,1,1,1,0,0,1,1,1,0,0,0,0,0,2,16
8851,1,0,0,0,2,0,1,2,1,2,2,0,1,0,1,0,2,0,2,1,0,18
8852,0,0,1,1,1,2,1,0,0,0,2,2,0,1,1,2,0,2,1,2,2,21
8853,0,2,1,2,1,1,0,2,1,1,0,0,1,1,1,1,0,1,0,0,0,16
8854,0,1,2,2,1,0,0,2,1,1,0,1,1,1,1,2,2,2,2,0,1,23
8855,0,0,2,2,1,0,2,0,0,1,1,2,0,1,0,0,2,0,1,1,2,18
8856,2,2,0,2,0,1,1,0,1,0,1,2,1,1,1,1,1,0,1,1,1,20
8857,0,1,0,2,0,0,2,1,1,1,0,0,0,2,2,2,2,2,2,0,0,20
8858,0,0,1,0,1,1,2,0,2,0,1,1,2,1,0,1,1,2,0,0,1,17
8859,0,2,1,2,0,0,2,1,0,2,2,0,1,0,2,0,2,1,1,0,1,20
8860,2,1,2,2,1,0,0,2,1,2,0,2,2,2,2,0,0,1,2,1,0,25
8861,1,1,1,1,0,1,1,1,0,2,0,2,0,1,2,1,2,1,2,2,1,23
8862,0,2,0,1,2,0,1,1,1,2,0,0,2,0,0,1,2,1,2,1,2,21
8863,1,0,2,1,1,2,1,1,0,0,1,2,1,2,2,1,1,2,1,2,0,24
8864,1,0,0,2,2,0,1,1,2,2,2,2,1,1,2,1,1,2,2,1,0,26
8865,2,1,2,0,2,1,0,2,1,1,1,0,1,0,0,2,0,0,1,0,2,19
8866,2,0,2,1,2,1,1,0,1,2,2,0,0,0,0,1,1,1,2,2,2,23
8867,2,1,1,0,0,0,0,0,1,1,1,1,2,0,2,2,1,0,2,1,1,19
8868,1,1,2,2,0,1,0,0,0,2,1,0,2,1,2,0,1,0,1,2,2,21
